Date,Location,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY
2023-06-01,"Fifeville, VA",312,-0.34,-0.12,17,0.89,-0.37
2023-06-01,"Martha Jefferson, VA",488,0.56,0.26,10,-0.41,0.25
2023-07-01,"Fifeville, VA",368,-0.25,0.04,18,0.8,-0.22
2023-07-01,"Martha Jefferson, VA",417,0.13,-0.01,6,-0.67,0.0
2023-08-01,"Fifeville, VA",370,-0.11,0.07,17,1.83,-0.06
2023-08-01,"Martha Jefferson, VA",633,0.71,0.78,2,-0.88,-0.6
2023-09-01,"Fifeville, VA",395,-0.38,0.12,11,4.5,0.38
2023-09-01,"Martha Jefferson, VA",633,0.6,0.3,2,-0.82,-0.5
2023-10-01,"Fifeville, VA",279,-0.56,-0.33,12,5.0,0.5
2023-10-01,"Martha Jefferson, VA",995,2.57,1.12,3,-0.75,-0.4
2023-11-01,"Fifeville, VA",281,-0.72,-0.24,12,3.0,0.33
2023-11-01,"Martha Jefferson, VA",995,2.54,1.12,3,-0.75,0.0
2023-12-01,"Fifeville, VA",300,-0.7,0.04,12,3.0,0.5
2023-12-01,"Martha Jefferson, VA",995,2.32,0.0,3,-0.75,0.5
2024-01-01,"Fifeville, VA",310,-0.69,-0.11,7,1.33,-0.3
2024-01-01,"Martha Jefferson, VA",488,0.57,-0.7,2,-0.71,1.0
2024-02-01,"Fifeville, VA",463,-0.05,0.38,6,2.0,-0.14
2024-02-01,"Martha Jefferson, VA",635,0.37,-0.07,3,-0.5,0.0
2024-03-01,"Fifeville, VA",415,-0.35,0.15,7,1.33,-0.22
2024-03-01,"Martha Jefferson, VA",950,1.29,0.6,5,-0.29,1.5
2024-04-01,"Fifeville, VA",445,-0.53,0.5,11,1.2,0.38
2024-04-01,"Martha Jefferson, VA",940,1.11,0.86,6,-0.45,-0.14
2024-05-01,"Fifeville, VA",440,-0.53,0.43,12,1.0,0.0
2024-05-01,"Martha Jefferson, VA",930,1.11,0.98,7,-0.42,-0.22
2024-06-01,"Fifeville, VA",435,-0.53,0.39,11,0.57,-0.35
2024-06-01,"Martha Jefferson, VA",700,0.61,0.44,5,-0.55,-0.5
2024-07-01,"Fifeville, VA",410,-0.41,0.12,13,1.6,-0.28
2024-07-01,"Martha Jefferson, VA",700,0.71,0.68,5,-0.62,-0.17
2024-08-01,"Fifeville, VA",413,-0.41,0.12,10,1.0,-0.41
2024-08-01,"Martha Jefferson, VA",625,0.51,-0.01,4,-0.6,1.0
2024-09-01,"Fifeville, VA",380,-0.39,-0.04,9,1.25,-0.18
2024-09-01,"Martha Jefferson, VA",735,0.93,0.16,4,-0.56,1.0
2024-10-01,"Fifeville, VA",373,-0.49,0.34,6,0.5,-0.5
2024-10-01,"Martha Jefferson, VA",952,1.55,-0.04,3,-0.5,0.0
2024-11-01,"Fifeville, VA",400,-0.58,0.42,8,1.67,-0.33
2024-11-01,"Martha Jefferson, VA",1200,2.0,0.23,2,-0.75,-0.33
2024-12-01,"Fifeville, VA",390,-0.68,0.3,7,2.5,-0.42
2024-12-01,"Martha Jefferson, VA",753,0.93,-0.24,4,-0.43,0.33
2025-01-01,"Fifeville, VA",390,-0.48,0.26,5,0.25,-0.29
2025-01-01,"Martha Jefferson, VA",464,0.19,-0.05,4,-0.2,1.0
